indel_type	indelvar	acmg_points	bin
deletion	0.063	-2	BP4_-2
deletion	0.043	-2	BP4_-2
deletion	0.078	-2	BP4_-2
deletion	0.037	-3	BP4_-3
deletion	0.046	-2	BP4_-2
deletion	0.108	-2	BP4_-2
deletion	0.075	-2	BP4_-2
deletion	0.136	-2	BP4_-2
deletion	0.111	-2	BP4_-2
deletion	0.093	-2	BP4_-2
deletion	0.073	-2	BP4_-2
deletion	0.127	-2	BP4_-2
deletion	0.079	-2	BP4_-2
deletion	0.052	-2	BP4_-2
deletion	0.002	-4	BP4_-4
deletion	0	-4	BP4_-4
deletion	0.003	-4	BP4_-4
deletion	0.007	-4	BP4_-4
deletion	0.064	-2	BP4_-2
deletion	0.59	0	No-evidence
deletion	0.193	-2	BP4_-2
deletion	0.332	0	No-evidence
deletion	0.582	0	No-evidence
deletion	0.053	-2	BP4_-2
deletion	0.018	-4	BP4_-4
deletion	0.03	-3	BP4_-3
deletion	0.238	-2	BP4_-2
deletion	0.088	-2	BP4_-2
deletion	0.924	2	PP3_+2
deletion	0.848	1	PP3_+1
deletion	0.955	2	PP3_+2
deletion	0.973	3	PP3_+3
deletion	0.956	2	PP3_+2
deletion	0.903	1	PP3_+1
deletion	0.232	-2	BP4_-2
deletion	0.742	1	PP3_+1
deletion	0.878	1	PP3_+1
deletion	0.895	1	PP3_+1
deletion	0.755	1	PP3_+1
deletion	0.122	-2	BP4_-2
deletion	0.141	-2	BP4_-2
deletion	0.475	0	No-evidence
deletion	0.616	0	No-evidence
deletion	0.889	1	PP3_+1
deletion	0.05	-2	BP4_-2
deletion	0.709	0	No-evidence
deletion	0.37	0	No-evidence
deletion	0.092	-2	BP4_-2
deletion	0.935	2	PP3_+2
deletion	0.972	3	PP3_+3
deletion	0.786	1	PP3_+1
deletion	0.907	1	PP3_+1
deletion	0.275	-1	BP4_-1
deletion	0.31	-1	BP4_-1
deletion	0.097	-2	BP4_-2
deletion	0.225	-2	BP4_-2
deletion	0.016	-4	BP4_-4
deletion	0.129	-2	BP4_-2
deletion	0.049	-2	BP4_-2
deletion	0.03	-3	BP4_-3
deletion	0.015	-4	BP4_-4
deletion	0.012	-4	BP4_-4
deletion	0.004	-4	BP4_-4
deletion	0.925	2	PP3_+2
deletion	0.031	-3	BP4_-3
deletion	0.943	2	PP3_+2
deletion	0.919	2	PP3_+2
deletion	0.249	-2	BP4_-2
deletion	0.938	2	PP3_+2
deletion	0.314	-1	BP4_-1
deletion	0.07	-2	BP4_-2
deletion	0.142	-2	BP4_-2
deletion	0.24	-2	BP4_-2
deletion	0.156	-2	BP4_-2
deletion	0.014	-4	BP4_-4
deletion	0.032	-3	BP4_-3
deletion	0.993	3	PP3_+3
deletion	0.391	0	No-evidence
deletion	0.938	2	PP3_+2
deletion	0.989	3	PP3_+3
deletion	0.98	3	PP3_+3
deletion	0.163	-2	BP4_-2
deletion	0.982	3	PP3_+3
deletion	0.78	1	PP3_+1
deletion	0.829	1	PP3_+1
deletion	0.363	0	No-evidence
deletion	0.953	2	PP3_+2
deletion	0.697	0	No-evidence
deletion	0.138	-2	BP4_-2
deletion	0.951	2	PP3_+2
deletion	0.777	1	PP3_+1
deletion	0.246	-2	BP4_-2
deletion	0.209	-2	BP4_-2
deletion	0.236	-2	BP4_-2
deletion	0.156	-2	BP4_-2
deletion	0.14	-2	BP4_-2
deletion	0.181	-2	BP4_-2
deletion	0.182	-2	BP4_-2
deletion	0.378	0	No-evidence
deletion	0.994	3	PP3_+3
deletion	0.805	1	PP3_+1
deletion	0.844	1	PP3_+1
deletion	0.248	-2	BP4_-2
deletion	0.967	3	PP3_+3
deletion	0.413	0	No-evidence
deletion	0.382	0	No-evidence
deletion	0.386	0	No-evidence
deletion	0.07	-2	BP4_-2
deletion	0.132	-2	BP4_-2
deletion	0.079	-2	BP4_-2
deletion	0.14	-2	BP4_-2
deletion	0.076	-2	BP4_-2
deletion	0.082	-2	BP4_-2
deletion	0.086	-2	BP4_-2
deletion	0.976	3	PP3_+3
deletion	0.831	1	PP3_+1
deletion	0.253	-2	BP4_-2
deletion	0.193	-2	BP4_-2
deletion	0.092	-2	BP4_-2
deletion	0.979	3	PP3_+3
deletion	0.993	3	PP3_+3
deletion	0.981	3	PP3_+3
deletion	0.662	0	No-evidence
deletion	0.218	-2	BP4_-2
deletion	0.282	-1	BP4_-1
deletion	0.129	-2	BP4_-2
deletion	0.221	-2	BP4_-2
deletion	0.256	-2	BP4_-2
deletion	0.439	0	No-evidence
deletion	0.942	2	PP3_+2
deletion	0.914	1	PP3_+1
deletion	0.77	1	PP3_+1
deletion	0.88	1	PP3_+1
deletion	0.966	3	PP3_+3
deletion	0.918	2	PP3_+2
deletion	0.795	1	PP3_+1
deletion	0.978	3	PP3_+3
deletion	0.753	1	PP3_+1
deletion	0.954	2	PP3_+2
deletion	0.98	3	PP3_+3
deletion	0.145	-2	BP4_-2
deletion	0.155	-2	BP4_-2
deletion	0.533	0	No-evidence
deletion	0.119	-2	BP4_-2
deletion	0.516	0	No-evidence
deletion	0.981	3	PP3_+3
deletion	0.806	1	PP3_+1
deletion	0.989	3	PP3_+3
deletion	0.969	3	PP3_+3
deletion	0.94	2	PP3_+2
deletion	0.485	0	No-evidence
deletion	0.828	1	PP3_+1
deletion	0.119	-2	BP4_-2
deletion	0.053	-2	BP4_-2
deletion	0.985	3	PP3_+3
deletion	0.975	3	PP3_+3
deletion	0.604	0	No-evidence
deletion	0.375	0	No-evidence
deletion	0.155	-2	BP4_-2
deletion	0.998	3	PP3_+3
deletion	0.213	-2	BP4_-2
deletion	0.963	3	PP3_+3
deletion	0.964	3	PP3_+3
deletion	0.849	1	PP3_+1
deletion	0.079	-2	BP4_-2
deletion	0.143	-2	BP4_-2
deletion	0.282	-1	BP4_-1
deletion	0.368	0	No-evidence
deletion	0.637	0	No-evidence
deletion	0.728	1	PP3_+1
deletion	0.298	-1	BP4_-1
deletion	0.478	0	No-evidence
deletion	0.58	0	No-evidence
deletion	0.55	0	No-evidence
deletion	0.487	0	No-evidence
deletion	0.627	0	No-evidence
deletion	0.2	-2	BP4_-2
deletion	0.711	0	No-evidence
deletion	0.484	0	No-evidence
deletion	0.625	0	No-evidence
deletion	0.835	1	PP3_+1
deletion	0.771	1	PP3_+1
deletion	0.5	0	No-evidence
deletion	0.017	-4	BP4_-4
deletion	0.005	-4	BP4_-4
deletion	0.026	-4	BP4_-4
deletion	0.014	-4	BP4_-4
deletion	0.018	-4	BP4_-4
deletion	0.037	-3	BP4_-3
deletion	0.02	-4	BP4_-4
deletion	0.015	-4	BP4_-4
deletion	0.005	-4	BP4_-4
deletion	0.012	-4	BP4_-4
deletion	0.017	-4	BP4_-4
deletion	0.026	-4	BP4_-4
deletion	0.017	-4	BP4_-4
deletion	0.011	-4	BP4_-4
deletion	0.018	-4	BP4_-4
deletion	0.031	-3	BP4_-3
deletion	0.036	-3	BP4_-3
deletion	0.124	-2	BP4_-2
deletion	0.319	-1	BP4_-1
deletion	0.077	-2	BP4_-2
deletion	0.061	-2	BP4_-2
deletion	0.113	-2	BP4_-2
deletion	0.016	-4	BP4_-4
deletion	0.014	-4	BP4_-4
deletion	0.037	-3	BP4_-3
deletion	0.045	-2	BP4_-2
deletion	0.039	-3	BP4_-3
deletion	0.028	-3	BP4_-3
deletion	0.023	-4	BP4_-4
deletion	0.032	-3	BP4_-3
deletion	0.011	-4	BP4_-4
deletion	0.02	-4	BP4_-4
deletion	0.008	-4	BP4_-4
deletion	0.014	-4	BP4_-4
deletion	0.01	-4	BP4_-4
deletion	0.012	-4	BP4_-4
deletion	0.026	-4	BP4_-4
deletion	0.383	0	No-evidence
deletion	0.042	-2	BP4_-2
deletion	0.166	-2	BP4_-2
deletion	0.903	1	PP3_+1
deletion	0.616	0	No-evidence
deletion	0.908	1	PP3_+1
deletion	0.744	1	PP3_+1
deletion	0.666	0	No-evidence
deletion	0.816	1	PP3_+1
deletion	0.699	0	No-evidence
deletion	0.624	0	No-evidence
deletion	0.447	0	No-evidence
deletion	0.867	1	PP3_+1
deletion	0.224	-2	BP4_-2
deletion	0.695	0	No-evidence
deletion	0.935	2	PP3_+2
deletion	0.711	0	No-evidence
deletion	0.325	-1	BP4_-1
deletion	0.613	0	No-evidence
deletion	0.776	1	PP3_+1
deletion	0.957	3	PP3_+3
deletion	0.833	1	PP3_+1
deletion	0.787	1	PP3_+1
deletion	0.897	1	PP3_+1
deletion	0.697	0	No-evidence
deletion	0.934	2	PP3_+2
deletion	0.098	-2	BP4_-2
deletion	0.136	-2	BP4_-2
deletion	0.144	-2	BP4_-2
deletion	0.063	-2	BP4_-2
deletion	0.665	0	No-evidence
deletion	0.193	-2	BP4_-2
deletion	0.214	-2	BP4_-2
deletion	0.023	-4	BP4_-4
deletion	0.028	-3	BP4_-3
deletion	0.044	-2	BP4_-2
deletion	0.014	-4	BP4_-4
deletion	0.079	-2	BP4_-2
deletion	0.063	-2	BP4_-2
deletion	0.185	-2	BP4_-2
deletion	0.411	0	No-evidence
deletion	0.676	0	No-evidence
deletion	0.094	-2	BP4_-2
deletion	0.323	-1	BP4_-1
deletion	0.644	0	No-evidence
deletion	0.209	-2	BP4_-2
deletion	0.063	-2	BP4_-2
deletion	0.105	-2	BP4_-2
deletion	0.04	-3	BP4_-3
deletion	0.072	-2	BP4_-2
deletion	0.089	-2	BP4_-2
deletion	0.04	-3	BP4_-3
deletion	0.105	-2	BP4_-2
deletion	0.204	-2	BP4_-2
deletion	0.093	-2	BP4_-2
deletion	0.033	-3	BP4_-3
deletion	0.037	-3	BP4_-3
deletion	0.224	-2	BP4_-2
deletion	0.123	-2	BP4_-2
deletion	0.105	-2	BP4_-2
deletion	0.717	0	No-evidence
deletion	0.73	1	PP3_+1
deletion	0.741	1	PP3_+1
deletion	0.809	1	PP3_+1
deletion	0.847	1	PP3_+1
deletion	0.862	1	PP3_+1
deletion	0.766	1	PP3_+1
deletion	0.488	0	No-evidence
deletion	0.216	-2	BP4_-2
deletion	0.376	0	No-evidence
deletion	0.818	1	PP3_+1
deletion	0.673	0	No-evidence
deletion	0.354	0	No-evidence
deletion	0.453	0	No-evidence
deletion	0.727	0	No-evidence
deletion	0.201	-2	BP4_-2
deletion	0.178	-2	BP4_-2
deletion	0.167	-2	BP4_-2
deletion	0.108	-2	BP4_-2
deletion	0.86	1	PP3_+1
deletion	0.874	1	PP3_+1
deletion	0.224	-2	BP4_-2
deletion	0.344	0	No-evidence
deletion	0.37	0	No-evidence
deletion	0.439	0	No-evidence
deletion	0.246	-2	BP4_-2
deletion	0.207	-2	BP4_-2
deletion	0.259	-1	BP4_-1
deletion	0.645	0	No-evidence
deletion	0.738	1	PP3_+1
deletion	0.683	0	No-evidence
deletion	0.869	1	PP3_+1
deletion	0.791	1	PP3_+1
deletion	0.914	1	PP3_+1
deletion	0.884	1	PP3_+1
deletion	0.841	1	PP3_+1
deletion	0.112	-2	BP4_-2
deletion	0.099	-2	BP4_-2
deletion	0.181	-2	BP4_-2
deletion	0.163	-2	BP4_-2
deletion	0.087	-2	BP4_-2
deletion	0.469	0	No-evidence
deletion	0.644	0	No-evidence
deletion	0.892	1	PP3_+1
deletion	0.885	1	PP3_+1
deletion	0.064	-2	BP4_-2
deletion	0.81	1	PP3_+1
deletion	0.584	0	No-evidence
deletion	0.666	0	No-evidence
deletion	0.757	1	PP3_+1
deletion	0.806	1	PP3_+1
deletion	0.086	-2	BP4_-2
deletion	0.174	-2	BP4_-2
deletion	0.136	-2	BP4_-2
deletion	0.059	-2	BP4_-2
deletion	0.108	-2	BP4_-2
deletion	0.101	-2	BP4_-2
deletion	0.297	-1	BP4_-1
deletion	0.064	-2	BP4_-2
deletion	0.031	-3	BP4_-3
deletion	0.022	-4	BP4_-4
deletion	0.045	-2	BP4_-2
deletion	0.19	-2	BP4_-2
deletion	0.167	-2	BP4_-2
deletion	0.238	-2	BP4_-2
deletion	0.153	-2	BP4_-2
deletion	0.074	-2	BP4_-2
deletion	0.248	-2	BP4_-2
deletion	0.471	0	No-evidence
deletion	0.274	-1	BP4_-1
deletion	0.225	-2	BP4_-2
deletion	0.194	-2	BP4_-2
deletion	0.131	-2	BP4_-2
deletion	0.126	-2	BP4_-2
deletion	0.381	0	No-evidence
deletion	0.068	-2	BP4_-2
deletion	0.122	-2	BP4_-2
deletion	0.131	-2	BP4_-2
deletion	0.243	-2	BP4_-2
deletion	0.202	-2	BP4_-2
deletion	0.112	-2	BP4_-2
deletion	0.09	-2	BP4_-2
deletion	0.182	-2	BP4_-2
deletion	0.069	-2	BP4_-2
deletion	0.057	-2	BP4_-2
deletion	0.128	-2	BP4_-2
deletion	0.125	-2	BP4_-2
deletion	0.065	-2	BP4_-2
deletion	0.124	-2	BP4_-2
deletion	0.053	-2	BP4_-2
deletion	0.025	-4	BP4_-4
deletion	0.103	-2	BP4_-2
deletion	0.126	-2	BP4_-2
deletion	0.122	-2	BP4_-2
deletion	0.205	-2	BP4_-2
deletion	0.049	-2	BP4_-2
deletion	0.257	-2	BP4_-2
deletion	0.361	0	No-evidence
deletion	0.306	-1	BP4_-1
deletion	0.109	-2	BP4_-2
deletion	0.049	-2	BP4_-2
deletion	0.152	-2	BP4_-2
deletion	0.256	-2	BP4_-2
deletion	0.37	0	No-evidence
deletion	0.777	1	PP3_+1
deletion	0.809	1	PP3_+1
deletion	0.5	0	No-evidence
deletion	0.806	1	PP3_+1
deletion	0.726	0	No-evidence
deletion	0.849	1	PP3_+1
deletion	0.2	-2	BP4_-2
deletion	0.673	0	No-evidence
deletion	0.907	1	PP3_+1
deletion	0.893	1	PP3_+1
deletion	0.626	0	No-evidence
deletion	0.32	-1	BP4_-1
deletion	0.98	3	PP3_+3
deletion	0.406	0	No-evidence
deletion	0.151	-2	BP4_-2
deletion	0.703	0	No-evidence
deletion	0.653	0	No-evidence
deletion	0.6	0	No-evidence
deletion	0.728	1	PP3_+1
deletion	0.652	0	No-evidence
deletion	0.905	1	PP3_+1
deletion	0.926	2	PP3_+2
deletion	0.736	1	PP3_+1
deletion	0.869	1	PP3_+1
deletion	0.854	1	PP3_+1
deletion	0.936	2	PP3_+2
deletion	0.308	-1	BP4_-1
deletion	0.847	1	PP3_+1
deletion	0.143	-2	BP4_-2
deletion	0.818	1	PP3_+1
deletion	0.121	-2	BP4_-2
deletion	0.341	0	No-evidence
deletion	0.113	-2	BP4_-2
deletion	0.236	-2	BP4_-2
deletion	0.221	-2	BP4_-2
deletion	0.29	-1	BP4_-1
deletion	0.214	-2	BP4_-2
deletion	0.998	3	PP3_+3
deletion	0.183	-2	BP4_-2
deletion	0.914	1	PP3_+1
deletion	0.935	2	PP3_+2
deletion	0.951	2	PP3_+2
deletion	0.454	0	No-evidence
deletion	0.15	-2	BP4_-2
deletion	0.668	0	No-evidence
deletion	0.961	3	PP3_+3
deletion	0.977	3	PP3_+3
deletion	0.99	3	PP3_+3
deletion	0.95	2	PP3_+2
deletion	0.755	1	PP3_+1
deletion	0.048	-2	BP4_-2
deletion	0.917	2	PP3_+2
deletion	0.42	0	No-evidence
deletion	0.966	3	PP3_+3
deletion	0.743	1	PP3_+1
deletion	0.92	2	PP3_+2
deletion	0.886	1	PP3_+1
deletion	0.886	1	PP3_+1
deletion	0.957	3	PP3_+3
deletion	0.357	0	No-evidence
deletion	0.152	-2	BP4_-2
deletion	0.905	1	PP3_+1
deletion	0.987	3	PP3_+3
deletion	0.942	2	PP3_+2
deletion	0.994	3	PP3_+3
deletion	0.989	3	PP3_+3
deletion	0.039	-3	BP4_-3
deletion	0.479	0	No-evidence
deletion	0.905	1	PP3_+1
deletion	0.972	3	PP3_+3
deletion	0.618	0	No-evidence
deletion	0.96	3	PP3_+3
deletion	0.766	1	PP3_+1
deletion	0.045	-2	BP4_-2
deletion	0.012	-4	BP4_-4
deletion	0.773	1	PP3_+1
deletion	0.661	0	No-evidence
deletion	0.181	-2	BP4_-2
deletion	0.167	-2	BP4_-2
deletion	0.165	-2	BP4_-2
deletion	0.016	-4	BP4_-4
deletion	0.017	-4	BP4_-4
deletion	0.168	-2	BP4_-2
deletion	0.069	-2	BP4_-2
deletion	0.278	-1	BP4_-1
deletion	0.324	-1	BP4_-1
deletion	0.921	2	PP3_+2
deletion	0.982	3	PP3_+3
deletion	0.981	3	PP3_+3
deletion	0.885	1	PP3_+1
deletion	0.827	1	PP3_+1
deletion	0.556	0	No-evidence
deletion	0.318	-1	BP4_-1
deletion	0.051	-2	BP4_-2
deletion	0.133	-2	BP4_-2
deletion	0.052	-2	BP4_-2
deletion	0.181	-2	BP4_-2
deletion	0.197	-2	BP4_-2
deletion	0.794	1	PP3_+1
deletion	0.663	0	No-evidence
deletion	0.89	1	PP3_+1
deletion	0.087	-2	BP4_-2
deletion	0.254	-2	BP4_-2
deletion	0.873	1	PP3_+1
deletion	0.035	-3	BP4_-3
deletion	0.21	-2	BP4_-2
deletion	0.938	2	PP3_+2
deletion	0.921	2	PP3_+2
deletion	0.953	2	PP3_+2
deletion	0.162	-2	BP4_-2
deletion	0.129	-2	BP4_-2
deletion	0.203	-2	BP4_-2
deletion	0.049	-2	BP4_-2
deletion	0.06	-2	BP4_-2
deletion	0.078	-2	BP4_-2
deletion	0.902	1	PP3_+1
deletion	0.886	1	PP3_+1
deletion	0.828	1	PP3_+1
deletion	0.547	0	No-evidence
deletion	0.175	-2	BP4_-2
deletion	0.89	1	PP3_+1
deletion	0.988	3	PP3_+3
deletion	0.092	-2	BP4_-2
deletion	0.375	0	No-evidence
deletion	0.927	2	PP3_+2
deletion	0.481	0	No-evidence
deletion	1	3	PP3_+3
deletion	0.139	-2	BP4_-2
deletion	0.906	1	PP3_+1
deletion	0.963	3	PP3_+3
deletion	0.991	3	PP3_+3
deletion	0.919	2	PP3_+2
deletion	0.956	2	PP3_+2
deletion	0.855	1	PP3_+1
deletion	0.934	2	PP3_+2
deletion	0.888	1	PP3_+1
deletion	0.247	-2	BP4_-2
deletion	0.11	-2	BP4_-2
deletion	0.954	2	PP3_+2
deletion	0.931	2	PP3_+2
deletion	0.974	3	PP3_+3
deletion	0.951	2	PP3_+2
deletion	0.974	3	PP3_+3
deletion	0.942	2	PP3_+2
deletion	0.089	-2	BP4_-2
deletion	0.296	-1	BP4_-1
deletion	0.042	-2	BP4_-2
deletion	0.998	3	PP3_+3
deletion	0.322	-1	BP4_-1
deletion	0.708	0	No-evidence
deletion	0.713	0	No-evidence
deletion	0.714	0	No-evidence
deletion	0.429	0	No-evidence
deletion	0.84	1	PP3_+1
deletion	0.89	1	PP3_+1
deletion	0.093	-2	BP4_-2
deletion	0.114	-2	BP4_-2
deletion	0.126	-2	BP4_-2
deletion	0.07	-2	BP4_-2
deletion	0.048	-2	BP4_-2
deletion	0.069	-2	BP4_-2
deletion	0.07	-2	BP4_-2
deletion	0.308	-1	BP4_-1
deletion	0.013	-4	BP4_-4
deletion	0.021	-4	BP4_-4
deletion	0.152	-2	BP4_-2
deletion	0.22	-2	BP4_-2
deletion	0.222	-2	BP4_-2
deletion	0.016	-4	BP4_-4
deletion	0.019	-4	BP4_-4
deletion	0.005	-4	BP4_-4
deletion	0.012	-4	BP4_-4
deletion	0.004	-4	BP4_-4
deletion	0.001	-4	BP4_-4
deletion	0.014	-4	BP4_-4
deletion	0.009	-4	BP4_-4
deletion	0.018	-4	BP4_-4
deletion	0.019	-4	BP4_-4
deletion	0.014	-4	BP4_-4
deletion	0.024	-4	BP4_-4
deletion	0.027	-3	BP4_-3
deletion	0.008	-4	BP4_-4
deletion	0.028	-3	BP4_-3
deletion	0.17	-2	BP4_-2
deletion	0.641	0	No-evidence
deletion	0.436	0	No-evidence
deletion	0.289	-1	BP4_-1
deletion	0.896	1	PP3_+1
deletion	0.207	-2	BP4_-2
deletion	0.072	-2	BP4_-2
deletion	0.045	-2	BP4_-2
deletion	0.121	-2	BP4_-2
deletion	0.173	-2	BP4_-2
deletion	0.188	-2	BP4_-2
deletion	0.204	-2	BP4_-2
deletion	0.131	-2	BP4_-2
deletion	0.2	-2	BP4_-2
deletion	0.274	-1	BP4_-1
deletion	0.167	-2	BP4_-2
deletion	0.172	-2	BP4_-2
deletion	0.259	-1	BP4_-1
deletion	0.217	-2	BP4_-2
deletion	0.214	-2	BP4_-2
deletion	0.185	-2	BP4_-2
deletion	0.121	-2	BP4_-2
deletion	0.046	-2	BP4_-2
deletion	0.949	2	PP3_+2
deletion	0.919	2	PP3_+2
deletion	0.949	2	PP3_+2
deletion	0.538	0	No-evidence
deletion	0.862	1	PP3_+1
deletion	0.781	1	PP3_+1
deletion	0.963	3	PP3_+3
deletion	0.507	0	No-evidence
deletion	0.85	1	PP3_+1
deletion	0.696	0	No-evidence
deletion	0.45	0	No-evidence
deletion	0.781	1	PP3_+1
deletion	0.984	3	PP3_+3
deletion	0.76	1	PP3_+1
deletion	0.795	1	PP3_+1
deletion	0.827	1	PP3_+1
deletion	0.801	1	PP3_+1
deletion	0.703	0	No-evidence
deletion	0.717	0	No-evidence
deletion	0.911	1	PP3_+1
deletion	0.927	2	PP3_+2
deletion	0.927	2	PP3_+2
deletion	0.383	0	No-evidence
deletion	0.956	2	PP3_+2
deletion	0.907	1	PP3_+1
deletion	0.815	1	PP3_+1
deletion	0.475	0	No-evidence
deletion	0.548	0	No-evidence
deletion	0.729	1	PP3_+1
deletion	0.867	1	PP3_+1
deletion	0.815	1	PP3_+1
deletion	0.997	3	PP3_+3
deletion	0.288	-1	BP4_-1
deletion	0.45	0	No-evidence
deletion	0.789	1	PP3_+1
deletion	0.565	0	No-evidence
deletion	0.84	1	PP3_+1
deletion	0.911	1	PP3_+1
deletion	0.92	2	PP3_+2
deletion	0.48	0	No-evidence
deletion	0.993	3	PP3_+3
deletion	0.93	2	PP3_+2
deletion	0.953	2	PP3_+2
deletion	0.874	1	PP3_+1
deletion	0.16	-2	BP4_-2
deletion	0.792	1	PP3_+1
deletion	0.802	1	PP3_+1
deletion	0.739	1	PP3_+1
deletion	0.687	0	No-evidence
deletion	0.802	1	PP3_+1
deletion	0.734	1	PP3_+1
deletion	0.524	0	No-evidence
deletion	0.133	-2	BP4_-2
deletion	0.708	0	No-evidence
deletion	0.318	-1	BP4_-1
deletion	0.725	0	No-evidence
deletion	0.956	2	PP3_+2
deletion	0.679	0	No-evidence
deletion	0.132	-2	BP4_-2
deletion	0.256	-2	BP4_-2
deletion	0.954	2	PP3_+2
deletion	0.954	2	PP3_+2
deletion	0.991	3	PP3_+3
deletion	0.463	0	No-evidence
deletion	0.483	0	No-evidence
deletion	0.971	3	PP3_+3
deletion	0.959	3	PP3_+3
deletion	0.995	3	PP3_+3
deletion	0.934	2	PP3_+2
deletion	0.998	3	PP3_+3
deletion	0.997	3	PP3_+3
deletion	0.017	-4	BP4_-4
deletion	0	-4	BP4_-4
deletion	0.037	-3	BP4_-3
deletion	0.117	-2	BP4_-2
deletion	0.112	-2	BP4_-2
deletion	0.001	-4	BP4_-4
deletion	0.047	-2	BP4_-2
deletion	0.036	-3	BP4_-3
deletion	0.04	-3	BP4_-3
deletion	0.453	0	No-evidence
deletion	0.272	-1	BP4_-1
deletion	0.518	0	No-evidence
deletion	0.219	-2	BP4_-2
deletion	0.06	-2	BP4_-2
deletion	0.224	-2	BP4_-2
deletion	0.032	-3	BP4_-3
deletion	0.037	-3	BP4_-3
deletion	0.943	2	PP3_+2
deletion	0.537	0	No-evidence
deletion	0.036	-3	BP4_-3
deletion	0.936	2	PP3_+2
deletion	0.955	2	PP3_+2
deletion	0.973	3	PP3_+3
deletion	0.93	2	PP3_+2
deletion	0.926	2	PP3_+2
deletion	0.764	1	PP3_+1
deletion	0.939	2	PP3_+2
deletion	0.818	1	PP3_+1
deletion	0.977	3	PP3_+3
deletion	0.286	-1	BP4_-1
deletion	0.047	-2	BP4_-2
deletion	0.968	3	PP3_+3
deletion	0.949	2	PP3_+2
deletion	0.999	3	PP3_+3
deletion	0.991	3	PP3_+3
deletion	0.925	2	PP3_+2
deletion	0.936	2	PP3_+2
deletion	0.929	2	PP3_+2
deletion	0.672	0	No-evidence
deletion	0.865	1	PP3_+1
deletion	0.979	3	PP3_+3
deletion	0.881	1	PP3_+1
deletion	0.864	1	PP3_+1
deletion	0.954	2	PP3_+2
deletion	0.795	1	PP3_+1
deletion	0.064	-2	BP4_-2
deletion	0.29	-1	BP4_-1
deletion	0.658	0	No-evidence
deletion	0.034	-3	BP4_-3
deletion	0.097	-2	BP4_-2
deletion	0.953	2	PP3_+2
deletion	0.205	-2	BP4_-2
deletion	0.775	1	PP3_+1
deletion	0.612	0	No-evidence
deletion	0.261	-1	BP4_-1
deletion	0.162	-2	BP4_-2
deletion	0.186	-2	BP4_-2
deletion	0.95	2	PP3_+2
deletion	0.83	1	PP3_+1
deletion	0.019	-4	BP4_-4
deletion	0.013	-4	BP4_-4
deletion	0.162	-2	BP4_-2
deletion	0.799	1	PP3_+1
deletion	0.438	0	No-evidence
deletion	0.301	-1	BP4_-1
deletion	0.951	2	PP3_+2
deletion	0.96	3	PP3_+3
deletion	0.918	2	PP3_+2
deletion	0.916	2	PP3_+2
deletion	0.67	0	No-evidence
deletion	0.929	2	PP3_+2
deletion	0.823	1	PP3_+1
deletion	0.824	1	PP3_+1
deletion	0.566	0	No-evidence
deletion	0.875	1	PP3_+1
deletion	0.596	0	No-evidence
deletion	0.18	-2	BP4_-2
deletion	0.781	1	PP3_+1
deletion	0.882	1	PP3_+1
deletion	0.888	1	PP3_+1
deletion	0.952	2	PP3_+2
deletion	0.185	-2	BP4_-2
deletion	0.048	-2	BP4_-2
deletion	0.771	1	PP3_+1
deletion	0.796	1	PP3_+1
deletion	0.31	-1	BP4_-1
deletion	0.368	0	No-evidence
deletion	0.28	-1	BP4_-1
deletion	0.958	3	PP3_+3
deletion	0.872	1	PP3_+1
deletion	0.37	0	No-evidence
deletion	0.106	-2	BP4_-2
deletion	0.098	-2	BP4_-2
deletion	0.129	-2	BP4_-2
deletion	0.127	-2	BP4_-2
deletion	0.25	-2	BP4_-2
deletion	0.982	3	PP3_+3
deletion	0.207	-2	BP4_-2
deletion	0.504	0	No-evidence
deletion	0.101	-2	BP4_-2
deletion	0.029	-3	BP4_-3
deletion	0.024	-4	BP4_-4
deletion	0.01	-4	BP4_-4
deletion	0.01	-4	BP4_-4
deletion	0.021	-4	BP4_-4
deletion	0.027	-3	BP4_-3
deletion	0.02	-4	BP4_-4
deletion	0.027	-3	BP4_-3
deletion	0.014	-4	BP4_-4
deletion	0.061	-2	BP4_-2
deletion	0.018	-4	BP4_-4
deletion	0.01	-4	BP4_-4
deletion	0.038	-3	BP4_-3
deletion	0.046	-2	BP4_-2
deletion	0.152	-2	BP4_-2
deletion	0.372	0	No-evidence
deletion	0.743	1	PP3_+1
deletion	0.881	1	PP3_+1
deletion	0.002	-4	BP4_-4
deletion	0.002	-4	BP4_-4
deletion	0.009	-4	BP4_-4
deletion	0.003	-4	BP4_-4
deletion	0.005	-4	BP4_-4
deletion	0.023	-4	BP4_-4
deletion	0.069	-2	BP4_-2
deletion	0.111	-2	BP4_-2
deletion	0.055	-2	BP4_-2
deletion	0.108	-2	BP4_-2
deletion	0.108	-2	BP4_-2
deletion	0.669	0	No-evidence
deletion	0.944	2	PP3_+2
deletion	0.055	-2	BP4_-2
deletion	0.081	-2	BP4_-2
deletion	0.074	-2	BP4_-2
deletion	0.034	-3	BP4_-3
deletion	0.011	-4	BP4_-4
deletion	0.012	-4	BP4_-4
deletion	0.011	-4	BP4_-4
deletion	0.011	-4	BP4_-4
deletion	0.038	-3	BP4_-3
deletion	0.015	-4	BP4_-4
deletion	0.007	-4	BP4_-4
deletion	0.015	-4	BP4_-4
deletion	0.586	0	No-evidence
deletion	0.486	0	No-evidence
